"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_205","wastewater_to_clinics",29,21,30,"Within 95% CI"
"Tree_205","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_206","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_206","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_207","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_207","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_208","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_208","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_209","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_209","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_210","wastewater_to_clinics",26,20,31,"Within 95% CI"
"Tree_210","clinics_to_wastewater",25,20,31,"Within 95% CI"
"Tree_211","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_211","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_212","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_212","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_213","wastewater_to_clinics",24,20,31,"Within 95% CI"
"Tree_213","clinics_to_wastewater",23,20,31,"Within 95% CI"
"Tree_214","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_214","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_215","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_215","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_216","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_216","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_217","wastewater_to_clinics",21,19.975,30,"Within 95% CI"
"Tree_217","clinics_to_wastewater",20,19,29,"Within 95% CI"
"Tree_218","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_218","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_219","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_219","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_220","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_220","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_221","wastewater_to_clinics",18,20,29,"Below 95% CI"
"Tree_221","clinics_to_wastewater",17,20,29,"Below 95% CI"
"Tree_222","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_222","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_223","wastewater_to_clinics",26,20,31,"Within 95% CI"
"Tree_223","clinics_to_wastewater",25,20,31,"Within 95% CI"
"Tree_224","wastewater_to_clinics",28,20,29.025,"Within 95% CI"
"Tree_224","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_225","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_225","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_226","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_226","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_227","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_227","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_228","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_228","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_229","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_229","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_230","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_230","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_231","wastewater_to_clinics",28,20.975,30,"Within 95% CI"
"Tree_231","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_232","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_232","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_233","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_233","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_234","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_234","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_235","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_235","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_236","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_236","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_237","wastewater_to_clinics",27,19,30,"Within 95% CI"
"Tree_237","clinics_to_wastewater",26,19,30,"Within 95% CI"
"Tree_238","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_238","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_239","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_239","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_240","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_240","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_241","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_241","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_242","wastewater_to_clinics",21,20,29.025,"Within 95% CI"
"Tree_242","clinics_to_wastewater",20,19.975,30,"Within 95% CI"
"Tree_243","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_243","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_244","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_244","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_245","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_245","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_246","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_246","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_247","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_247","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_248","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_248","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_249","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_249","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_250","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_250","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_251","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_251","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_252","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_252","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_253","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_253","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_254","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_254","clinics_to_wastewater",25,19.975,30,"Within 95% CI"
"Tree_255","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_255","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_256","wastewater_to_clinics",24,21,30,"Within 95% CI"
"Tree_256","clinics_to_wastewater",23,21,30,"Within 95% CI"
"Tree_257","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_257","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_258","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_258","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_259","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_259","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_260","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_260","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_261","wastewater_to_clinics",25,19.975,30,"Within 95% CI"
"Tree_261","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_262","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_262","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_263","wastewater_to_clinics",20,20,30,"Within 95% CI"
"Tree_263","clinics_to_wastewater",19,20,30,"Below 95% CI"
"Tree_264","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_264","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_265","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_265","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_266","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_266","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_267","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_267","clinics_to_wastewater",24,20,30.025,"Within 95% CI"
"Tree_268","wastewater_to_clinics",25,20,30.025,"Within 95% CI"
"Tree_268","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_269","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_269","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_270","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_270","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_271","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_271","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_272","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_272","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_273","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_273","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_274","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_274","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_275","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_275","clinics_to_wastewater",21,20,29.025,"Within 95% CI"
"Tree_276","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_276","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_277","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_277","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_278","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_278","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_279","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_279","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_280","wastewater_to_clinics",22,20,30.025,"Within 95% CI"
"Tree_280","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_281","wastewater_to_clinics",23,19.975,30,"Within 95% CI"
"Tree_281","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_282","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_282","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_283","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_283","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_284","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_284","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_285","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_285","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_286","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_286","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_287","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_287","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_288","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_288","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_289","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_289","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_290","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_290","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_291","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_291","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_292","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_292","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_293","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_293","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_294","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_294","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_295","wastewater_to_clinics",21,19,29,"Within 95% CI"
"Tree_295","clinics_to_wastewater",20,19,29,"Within 95% CI"
"Tree_296","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_296","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_297","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_297","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_298","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_298","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_299","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_299","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_300","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_300","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_301","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_301","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_302","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_302","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_303","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_303","clinics_to_wastewater",23,20,30.025,"Within 95% CI"
"Tree_304","wastewater_to_clinics",26,19,30,"Within 95% CI"
"Tree_304","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_305","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_305","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_306","wastewater_to_clinics",24,20.975,30,"Within 95% CI"
"Tree_306","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_307","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_307","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_308","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_308","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_309","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_309","clinics_to_wastewater",21,19,29,"Within 95% CI"
"Tree_310","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_310","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_311","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_311","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_312","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_312","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_313","wastewater_to_clinics",25,20,30.025,"Within 95% CI"
"Tree_313","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_314","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_314","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_315","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_315","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_316","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_316","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_317","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_317","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_318","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_318","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
"Tree_319","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_319","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_320","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_320","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_321","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_321","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_322","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_322","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_323","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_323","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_324","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_324","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_325","wastewater_to_clinics",28,20,29,"Within 95% CI"
"Tree_325","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_326","wastewater_to_clinics",25,19.975,29,"Within 95% CI"
"Tree_326","clinics_to_wastewater",24,19,29.025,"Within 95% CI"
"Tree_327","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_327","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_328","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_328","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_329","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_329","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_330","wastewater_to_clinics",22,19.975,29,"Within 95% CI"
"Tree_330","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_331","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_331","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_332","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_332","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_333","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_333","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_334","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_334","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
"Tree_335","wastewater_to_clinics",19,19.975,30,"Below 95% CI"
"Tree_335","clinics_to_wastewater",18,20,30,"Below 95% CI"
"Tree_336","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_336","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_337","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_337","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_338","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_338","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_339","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_339","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_340","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_340","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_341","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_341","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_342","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_342","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_343","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_343","clinics_to_wastewater",22,19,29.025,"Within 95% CI"
"Tree_344","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_344","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_345","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_345","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_346","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_346","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_347","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_347","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_348","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_348","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_349","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_349","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_350","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_350","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_351","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_351","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_352","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_352","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_353","wastewater_to_clinics",22,19,30,"Within 95% CI"
"Tree_353","clinics_to_wastewater",21,19,30,"Within 95% CI"
"Tree_354","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_354","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
"Tree_355","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_355","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_356","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_356","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_357","wastewater_to_clinics",25,20,30.025,"Within 95% CI"
"Tree_357","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_358","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_358","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_359","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_359","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_360","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_360","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_361","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_361","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_362","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_362","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_363","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_363","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_364","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_364","clinics_to_wastewater",24,20,30.025,"Within 95% CI"
"Tree_365","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_365","clinics_to_wastewater",25,20,29,"Within 95% CI"
"Tree_366","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_366","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_367","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_367","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_368","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_368","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_369","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_369","clinics_to_wastewater",20,19,30,"Within 95% CI"
"Tree_370","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_370","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_371","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_371","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
"Tree_372","wastewater_to_clinics",26,19,30,"Within 95% CI"
"Tree_372","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_373","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_373","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_374","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_374","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_375","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_375","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_376","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_376","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_377","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_377","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_378","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_378","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_379","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_379","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_380","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_380","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_381","wastewater_to_clinics",22,19,29,"Within 95% CI"
"Tree_381","clinics_to_wastewater",21,19,29.025,"Within 95% CI"
"Tree_382","wastewater_to_clinics",25,20.975,30,"Within 95% CI"
"Tree_382","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_383","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_383","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_384","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_384","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_385","wastewater_to_clinics",21,20,31,"Within 95% CI"
"Tree_385","clinics_to_wastewater",20,20,30.025,"Within 95% CI"
"Tree_386","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_386","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_387","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_387","clinics_to_wastewater",20,19,30,"Within 95% CI"
"Tree_388","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_388","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_389","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_389","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_390","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_390","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_391","wastewater_to_clinics",21,20,30,"Within 95% CI"
"Tree_391","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_392","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_392","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_393","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_393","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_394","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_394","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_395","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_395","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_396","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_396","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_397","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_397","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_398","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_398","clinics_to_wastewater",23,19.975,30,"Within 95% CI"
"Tree_399","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_399","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_400","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_400","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_401","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_401","clinics_to_wastewater",23,20,30.025,"Within 95% CI"
"Tree_402","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_402","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_403","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_403","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_404","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_404","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_405","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_405","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_406","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_406","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_407","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_407","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_408","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_408","clinics_to_wastewater",24,19,30,"Within 95% CI"
